screen_name,user_id,created_at,status_id,text,retweet_count,favorite_count,is_quote_status,quote_status_id,is_retweet,retweet_status_id,in_reply_to_status_status_id,in_reply_to_status_user_id,in_reply_to_status_screen_name,lang,source,media_id,media_url,media_url_expanded,urls,urls_display,urls_expanded,mentions_screen_name,mentions_user_id,symbols,hashtags,coordinates,place_id,place_type,place_name,place_full_name,country_code,country,bounding_box_coordinates,bounding_box_type
Sugar_chaiwala,528337935,3/1/2018 20:27,9.69E+17,Worst flu season to lift U.S. hospital operator results https://t.co/lz0DRGUDkv https://t.co/qggadTZ3nd,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,IFTTT,9.69E+17,http://pbs.twimg.com/media/DXOspiMX4AACB3w.png,https://twitter.com/Sugar_chaiwala/status/969308175999684609/photo/1,NA,ift.tt/2CRSXAO,http://ift.tt/2CRSXAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
InfinitySolllll,9.10E+17,3/1/2018 20:27,9.69E+17,"Top story: Teen told he likely had the flu really had stage 4 cancer - CBS News https://t.co/6XDRncnmQY, see more https://t.co/kKO1ALgPPg",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,The Tweeted Times,NA,NA,NA,NA,cbsnews.com/news/teen-told… tweetedtimes.com/mashable/healt…,https://www.cbsnews.com/news/teen-told-he-likely-had-the-flu-really-had-stage-4-cancer/ http://tweetedtimes.com/mashable/health?s=tnp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
joshuapaulshow,132566724,3/1/2018 20:27,9.69E+17,"Trending Story In #Healthcare: Teen told he likely had the flu really had stage… https://t.co/W43cyVQYhB, see more https://t.co/MGmB8vOlsN",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,The Tweeted Times,NA,NA,NA,NA,cbsnews.com/news/teen-told… tweetedtimes.com/mashable/healt…,https://www.cbsnews.com/news/teen-told-he-likely-had-the-flu-really-had-stage-4-cancer/ http://tweetedtimes.com/mashable/health?s=tnp,NA,NA,NA,Healthcare,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okehdom,117135994,3/1/2018 20:27,9.69E+17,"Teen told he likely had the flu really had stage 4 cancer - CBS News https://t.co/A6PHrwg7Pk, see more https://t.co/c3eE5C9BTy",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,The Tweeted Times,NA,NA,NA,NA,cbsnews.com/news/teen-told… tweetedtimes.com/mashable/healt…,https://www.cbsnews.com/news/teen-told-he-likely-had-the-flu-really-had-stage-4-cancer/ http://tweetedtimes.com/mashable/health?s=tnp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PacificCove,43659743,3/1/2018 20:27,9.69E+17,"#PacificCove - Top story: Teen told he likely had the flu really had stage 4 ca… https://t.co/OmQUEhxxAF, see more https://t.co/R5TP70357F",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,The Tweeted Times,NA,NA,NA,NA,cbsnews.com/news/teen-told… tweetedtimes.com/mashable/healt…,https://www.cbsnews.com/news/teen-told-he-likely-had-the-flu-really-had-stage-4-cancer/ http://tweetedtimes.com/mashable/health?s=tnp,NA,NA,NA,PacificCove,NA,NA,NA,NA,NA,NA,NA,NA,NA
AmericaTermal,2194807296,3/1/2018 20:27,9.69E+17,"Top story:Fango Termal Volcánico America Teen told he likely had the flu really… https://t.co/HQepvMCUJX, see more https://t.co/QRCEyQsa6q",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,The Tweeted Times,NA,NA,NA,NA,cbsnews.com/news/teen-told… tweetedtimes.com/mashable/healt…,https://www.cbsnews.com/news/teen-told-he-likely-had-the-flu-really-had-stage-4-cancer/ http://tweetedtimes.com/mashable/health?s=tnp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fauxdell,2887455863,3/1/2018 20:27,9.69E+17,Fuck the flu I’m dying,0,3,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esthersuchi,73979321,3/1/2018 20:27,9.69E+17,"Top story: Teen told he likely had the flu really had stage 4 cancer - CBS News https://t.co/wJJdVxdarK, see more https://t.co/juVyRZ7J6C",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,The Tweeted Times,NA,NA,NA,NA,cbsnews.com/news/teen-told… tweetedtimes.com/mashable/healt…,https://www.cbsnews.com/news/teen-told-he-likely-had-the-flu-really-had-stage-4-cancer/ http://tweetedtimes.com/mashable/health?s=tnp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OnlineDrLeZ,14707680,3/1/2018 20:27,9.69E+17,"Top story: Teen told he likely had the flu really had stage 4 cancer - CBS News https://t.co/hUznA23Rg3, see more https://t.co/x7qRaikLSr",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,The Tweeted Times,NA,NA,NA,NA,cbsnews.com/news/teen-told… tweetedtimes.com/mashable/healt…,https://www.cbsnews.com/news/teen-told-he-likely-had-the-flu-really-had-stage-4-cancer/ http://tweetedtimes.com/mashable/health?s=tnp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FranckJocktane,253779135,3/1/2018 20:27,9.69E+17,"Top story: Teen told he likely had the flu really had stage 4 cancer - CBS News https://t.co/bG4GFTdTny, see more https://t.co/FFibN49qQH",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,The Tweeted Times,NA,NA,NA,NA,cbsnews.com/news/teen-told… tweetedtimes.com/mashable/healt…,https://www.cbsnews.com/news/teen-told-he-likely-had-the-flu-really-had-stage-4-cancer/ http://tweetedtimes.com/mashable/health?s=tnp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lovelycris69_,611384793,3/1/2018 20:27,9.69E+17,"I dead ass know I have the flu or a sinus infection, I’m dying at work I just wanna go home and sleep <f0><U+009F><U+0098><U+00A9><f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD><f0><U+009F><U+0098><U+00AD>",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
loirinha_74,9.37E+17,3/1/2018 20:27,9.69E+17,hoje é dia de Flu e nada mais interessa,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,pt,Twitter for Android,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
byunfaerie,7.85E+17,3/1/2018 20:27,9.69E+17,RT @dracomallfoys: when it's flu season and some bitch next to you almost coughs their whole ass respiratory system out https://t.co/ZasAJ1…,715,0,FALSE,NA,TRUE,9.65E+17,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,dracomallfoys,322539565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tia_123456789,9.68E+17,3/1/2018 20:27,9.69E+17,@NipseyRussell7 Promise cause the flu is no joke. Seriously Don’t get dehydrated I’m going to be fretting from now till you’re well,0,0,FALSE,NA,FALSE,NA,9.69E+17,8.95E+17,NipseyRussell7,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NipseyRussell7,8.95E+17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
phillyhealthsci,402256626,3/1/2018 20:27,9.69E+17,RT @EinsteinHealth: RT @StaceyABurling: There's good news about #flu in Pennsylvania and New Jersey. https://t.co/lTOXyrm8RM via @phillyhea…,2,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,philly.com/philly/health/…,http://www.philly.com/philly/health/theres-good-news-about-flu-in-pennsylvania-and-new-jersey-20180228.html,EinsteinHealth StaceyABurling,39280736 280709150,NA,flu,NA,NA,NA,NA,NA,NA,NA,NA,NA
LeoFernandesCRF,236557669,3/1/2018 20:26,9.69E+17,@geh_fla Jeeeeeesus. N vi esse jogo. Então aposenta msm. De vol é lento demais. E se fez aquilo no Fla flu....,0,0,FALSE,NA,FALSE,NA,9.69E+17,2590260314,geh_fla,pt,Twitter for iPhone,NA,NA,NA,NA,NA,NA,geh_fla,2590260314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RFalfanV,224106586,3/1/2018 20:26,9.69E+17,"RT @CDCFlu: #FluFact: Did you know you can get #flu more than once a season? More than one flu virus is circulating, which is why flu vacci…",80,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,CDCFlu,16616061,NA,FluFact flu,NA,NA,NA,NA,NA,NA,NA,NA,NA
Health_News_4U,366302685,3/1/2018 20:26,9.69E+17,"With 45 deaths in Travis County, #health officials say flu season may not have peaked: - With 45… https://t.co/j8zzT1SNr2 @Health_News_4U",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Google,NA,NA,NA,NA,goo.gl/fb/n9iiz3,https://goo.gl/fb/n9iiz3,Health_News_4U,366302685,NA,health,NA,NA,NA,NA,NA,NA,NA,NA,NA
ScottsdaleVeins,9.41E+17,3/1/2018 20:26,9.69E+17,"During this peak flu season, make sure you take the best care of yourself.  #Health &amp; #wellness are key.  Manage yo… https://t.co/00OWV5S8yx",0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/969308007111712768,NA,NA,NA,Health wellness,NA,NA,NA,NA,NA,NA,NA,NA,NA
SeriatN,8.10E+17,3/1/2018 20:26,9.69E+17,@farklibir12 @hersey_flu Gencecik çocuklar dedigin özel parali askerler. Para ve zevkine kürt öldürmek için oradalar,0,0,FALSE,NA,FALSE,NA,9.69E+17,2946588258,farklibir12,tr,Twitter for Android,NA,NA,NA,NA,NA,NA,farklibir12 hersey_flu,2946588258 2309918512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mgwallah1201,8.10E+17,3/1/2018 20:26,9.69E+17,"RT @ScienceNews: Some flu viruses muddle memories, at least in mice. https://t.co/7R4Yb9HVra",18,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,ow.ly/OxXm30iCR7U,http://ow.ly/OxXm30iCR7U,ScienceNews,19402238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIVE_COVERAGE,44299861,3/1/2018 20:26,9.69E+17,"RT @PennylessChurch: @Ross_Shockley @LIVE_COVERAGE @Dean13151 @BethLynch2020 @RioSlade to be fair, many that receive treatment quickly stil…",2,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,PennylessChurch Ross_Shockley LIVE_COVERAGE Dean13151 BethLynch2020 RioSlade,388190869 238727434 44299861 963540533850312705 829715365223682048 409503621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RufusHaybron,9.23E+17,3/1/2018 20:26,9.69E+17,RT @DEF407: @WattzzD @chattycathy317 @Gameonearth1 @arizdare1 @6549lmartin @GareeDouglass @GCoinCollector @RufusHaybron @ckolacia @rac80 @S…,5,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,DEF407 WattzzD chattycathy317 Gameonearth1 arizdare1 6549lmartin GareeDouglass GCoinCollector RufusHaybron ckolacia rac80,252428768 3481633093 2253787674 886300370938413056 1556314411 1849839132 708367303616802816 1429199480 923107037852131331 787887222 25876092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kayleighmcardl,461031038,3/1/2018 20:26,9.69E+17,After having flu I can say I appreciate just having a regular cold right now. I lost over a week of my life but... https://t.co/V7kXHWhvkQ,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Facebook,NA,NA,NA,NA,fb.me/2x4DTPXSB,https://fb.me/2x4DTPXSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NDFirstYear,501074908,3/1/2018 20:26,9.69E+17,"RT @NDscience: ND Science needs your VOTE in #statmadness2018 . We won't back off a good fight, especially for the #flu. Did you vote alrea…",1,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,NDscience,69076672,NA,statmadness2018 flu,NA,NA,NA,NA,NA,NA,NA,NA,NA
TheThrivalist,275503403,3/1/2018 20:26,9.69E+17,The latest The preparedness Daily! https://t.co/BiN4uJ44o5 #influenza #flu,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Paper.li,NA,NA,NA,NA,paper.li/TheThrivalist/…,https://paper.li/TheThrivalist/preparedness?edition_id=cf4e0b00-1d8e-11e8-a980-0cc47a0d1605,NA,NA,NA,influenza flu,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tash70705327,9.12E+17,3/1/2018 20:26,9.69E+17,RT @itzwikipedia: Pineapple juice is 5 times more effective than cough syrup. It also prevents colds and the flu.,41,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,itzwikipedia,825934369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wokeuptothesun,7.49E+17,3/1/2018 20:26,9.69E+17,RT @TheRealEzraA: ya mcm stood outside and caught the flu because he had too many holes in his jeans,70,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,TheRealEzraA,1517843282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spoony79UK,149158405,3/1/2018 20:26,9.69E+17,It might be my flu addled brain that episode of #thexfiles was a bit weird.,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,NA,NA,NA,NA,NA,thexfiles,NA,74790dfe0c08c72f,city,Sale,"Sale, England",GB,United Kingdom,-2.3798084 -2.2737406 -2.2737406 -2.3798084 53.358611 53.358611 53.4417876 53.4417876,Polygon
LindaLouJones13,4174835657,3/1/2018 20:26,9.69E+17,RT @RichHamblin11: Protest ! https://t.co/zQ3a8vgALK,3,0,FALSE,NA,TRUE,9.67E+17,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,chicagotribune.com/lifestyles/hea…,http://www.chicagotribune.com/lifestyles/health/ct-childrens-flu-deaths-20180220-story.html,RichHamblin11,351976618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YazminMurillo9,1939811444,3/1/2018 20:26,9.69E+17,"Makes total sense cause I didn’t get the flu shot, and I didn’t get the flu <f0><U+009F><U+00A4><U+00A7> even though I was around all y’all si… https://t.co/H4qR2yFHMY",0,0,TRUE,9.68E+17,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/969307789288914944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leparkjimin,8.60E+17,3/1/2018 20:25,9.69E+17,@Namjoonthedncer @BTS_twt JDJD DONT WORRY ITS COMING LMFAOOOOO IM TRYING TO CONVINCE MY MOM TO LET ME EDIT ON HER C… https://t.co/c0o8suE97f,0,1,FALSE,NA,FALSE,NA,9.69E+17,8.75E+17,Namjoonthedncer,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/969307771177926656,Namjoonthedncer BTS_twt,874750672218017792 335141638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
leparkjimin,8.60E+17,3/1/2018 20:25,9.69E+17,@Namjoonthedncer @BTS_twt JDJD DONT WORRY ITS COMING LMFAOOOOO IM TRYING TO CONVINCE MY MOM TO LET ME EDIT ON HER C… https://t.co/c0o8suE97f,0,1,FALSE,NA,FALSE,NA,9.69E+17,8.75E+17,Namjoonthedncer,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/969307771177926656,Namjoonthedncer BTS_twt,874750672218017792 335141638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hersey_flu,2309918512,3/1/2018 20:25,9.69E+17,RT @yigit_karakis: @Turkey95010445 @meral_aksener Senegalden canli yayin yapan medya isini yapsa kaç sehit oldugunu bilirdik. Analar Senega…,4,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,tr,Twitter for Android,NA,NA,NA,NA,NA,NA,yigit_karakis Turkey95010445 meral_aksener,39231212 1657738778 590346965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KimberlyChris_,85116524,3/1/2018 20:25,9.69E+17,@chelseaaatay_ oh i feel bad that linda's there all day omg. when i called yesterday i told them that i have the fl… https://t.co/3rNpeiWBGk,0,0,FALSE,NA,FALSE,NA,9.69E+17,7.08E+17,chelseaaatay_,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/969307733190217729,chelseaaatay_,7.08E+17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
realFabianDiaz,713135852,3/1/2018 20:25,9.69E+17,life update: the flu might kill me.,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BCDHA,288381590,3/1/2018 20:25,9.69E+17,NIAID Announces Plan to Make Universal Flu Vaccine A Reality https://t.co/yhotC2Tkpr via @Contagion_Live,0,1,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,shar.es/1LpDSa,https://shar.es/1LpDSa,Contagion_Live,4860678929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
buterafxck,1592867198,3/1/2018 20:25,9.69E+17,life update: the flu might kill me.,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flu_de_Milao,9.57E+17,3/1/2018 20:25,9.69E+17,"RT @TsDepre: 6 seguidores pros 200, cada seguidor Novo é mais um gol do goleanense.....",2,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,pt,Twitter for iPhone,NA,NA,NA,NA,NA,NA,TsDepre,9.56E+17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SsuTheatre,1726034594,3/1/2018 20:25,9.69E+17,RT @SSUAlliance: Happy March! Spring break is almost here but make sure to give your very best up until then and check up on not only your…,0,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,NA,NA,SSUAlliance,2306950741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TheCroden55,7.01E+17,3/1/2018 20:25,9.69E+17,"RT @virginianpilot: A teen was told he likely had the flu, but it turned out to be late-stage cancer. https://t.co/LzqUuNDPQO",3,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter for Android,NA,NA,NA,NA,bit.ly/2HWZSMQ,http://bit.ly/2HWZSMQ,virginianpilot,14946895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imagoApps,8.10E+17,3/1/2018 20:25,9.69E+17,"RT @CDCFlu: #Flu and the common cold are both respiratory illnesses, but they are caused by different viruses. Find out more about the diff…",46,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,imagoApps,NA,NA,NA,NA,NA,NA,CDCFlu,16616061,NA,Flu,NA,NA,NA,NA,NA,NA,NA,NA,NA
wrlockmagnus,8.95E+17,3/1/2018 20:25,9.69E+17,i've started to feel sick i better not have the flu again i can't deal,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hersey_flu,2309918512,3/1/2018 20:25,9.69E+17,"RT @sonkaleCHP: Afrinde sehit ve çok sayida yarali askerlerimizin oldugu haberleri geliyor!
Içimiz aciyor, canimiz yaniyor!
Kalbimiz ve tüm…",76,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,tr,Twitter for Android,NA,NA,NA,NA,NA,NA,sonkaleCHP,9.35E+17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
drjarrodbagley,65140560,3/1/2018 20:25,9.69E+17,I added a video to a @YouTube playlist https://t.co/ABiuX40fLO Flu Vaccine| Corrective Chiropractic - Bee Cave Chiropractor,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Google,NA,NA,NA,NA,youtu.be/LKKfhnLBRAE?a,http://youtu.be/LKKfhnLBRAE?a,YouTube,10228272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
karennstk,8.87E+17,3/1/2018 20:25,9.69E+17,@Jenni_Flu Claroooooo que não!!!,0,0,FALSE,NA,FALSE,NA,9.69E+17,279422807,Jenni_Flu,pt,Twitter for Android,NA,NA,NA,NA,NA,NA,Jenni_Flu,279422807,NA,NA,NA,97bcdfca1a2dca59,city,Rio de Janeiro,"Rio de Janeiro, Brazil",BR,Brazil,-265.4119984,Polygon
ElonPaige,339799713,3/1/2018 20:25,9.69E+17,"Tongue out like MJ in the ‘97 flu game. Trust me in the clutch. <f0><U+009F><U+0092><U+00A8> 

@SacHornetsFB 

#tbt #TheHornetWay #stingersup https://t.co/MIvgkbQeUA",0,3,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,9.69E+17,http://pbs.twimg.com/media/DXOsGeeV4AAfrCn.jpg,https://twitter.com/ElonPaige/status/969307574968315904/photo/1,NA,NA,NA,SacHornetsFB,253672400,NA,tbt TheHornetWay stingersup,NA,NA,NA,NA,NA,NA,NA,NA,NA
LaArrogantKee,534797504,3/1/2018 20:25,9.69E+17,"RT @xocvbox: Cause now I'm calling your cell phone over &amp; over. My high is gone, but I don't wanna be sober. I'm feeling sick &amp; I ain't got…",18,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,xocvbox,369348659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TinaTerfa98,2720818806,3/1/2018 20:25,9.69E+17,@abschmutz The flu is completely different than a cold. The symptoms are different. A lot of people think the flu i… https://t.co/mfHLmYsPGX,0,0,FALSE,NA,FALSE,NA,9.69E+17,18468765,abschmutz,en,Twitter for iPad,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/969307570560266240,abschmutz,18468765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flu_Bold,3811285577,3/1/2018 20:24,9.69E+17,"EUUU VISTO O SANGUE 
DO ENCARNADOOO
SOUUU TRICOOLORRR",11,8,FALSE,NA,FALSE,NA,NA,NA,NA,pt,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
__DestinyV__,4230233697,3/1/2018 20:24,9.69E+17,A nigga is a flu and u can die from the flu <f0><U+009F><U+0092><U+00AF><U+2757><U+FE0F>,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
loleihem,330224269,3/1/2018 20:24,9.69E+17,"The people who say they prefer winter clearly forget-
Bitter cold wind whistling down your ears, getting into a fre… https://t.co/bbzgmmMp1g",0,2,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,NA,NA,NA,NA,twitter.com/i/web/status/9…,https://twitter.com/i/web/status/969307519658135552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SabrinaWSB,2359572913,3/1/2018 20:24,9.69E+17,https://t.co/DaPNRX9xlV,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,und,Twitter for iPhone,NA,NA,NA,NA,wsbradio.com/news/local/flu…,http://www.wsbradio.com/news/local/flu-easing-its-grip/anY0u6T7XRAEeyrlUJ3QRN/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RookieBalboa_,8.76E+17,3/1/2018 20:24,9.69E+17,Confirmed Flu bro army https://t.co/VQBnaMv2cd,0,8,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter for iPhone,9.69E+17,http://pbs.twimg.com/media/DXOr98UVQAADVmn.jpg,https://twitter.com/RookieBalboa_/status/969307432009822208/photo/1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hersey_flu,2309918512,3/1/2018 20:24,9.69E+17,"RT @EyvahHocam: Afrin'de sehit olan Mehmetçiklerimizin isimleri

1)
2)
3)
.
.
7)
8)
9)
.
.
.
12)
13)
.

Bir de Volkan Demirel gündem

Bilme…",8,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,tr,Twitter for Android,NA,NA,NA,NA,NA,NA,EyvahHocam,9.50E+17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
megtalla,90420521,3/1/2018 20:24,9.69E+17,SOO I have honest-to-God had nary a sniffle this year. Here's why I'm attributing it to Ayurveda: https://t.co/8mAV8Q7B1H,0,0,FALSE,NA,FALSE,NA,NA,NA,NA,en,Twitter Web Client,NA,NA,NA,NA,minnesconsinyoga.com/#!Tips-from-Ay…,https://www.minnesconsinyoga.com/#!Tips-from-Ayurveda-to-Avoid-the-Flu/a5esy/5a9851136f8a3e531c34f743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RaphaelEstbn,3632035816,3/1/2018 20:24,9.69E+17,RT @AlexisRenG: F U flu https://t.co/NsIMWbyxhs,2311,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter for Android,9.69E+17,http://pbs.twimg.com/media/DXJdEueVoAAR6xl.jpg,https://twitter.com/AlexisRenG/status/968939297066774528/photo/1,NA,NA,NA,AlexisRenG,173676124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anamazetto_,107869112,3/1/2018 20:24,9.69E+17,RT @AlexisRenG: F U flu https://t.co/NsIMWbyxhs,2311,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter for iPhone,9.69E+17,http://pbs.twimg.com/media/DXJdEueVoAAR6xl.jpg,https://twitter.com/AlexisRenG/status/968939297066774528/photo/1,NA,NA,NA,AlexisRenG,173676124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
robyn125,20902421,3/1/2018 20:24,9.69E+17,"RT @HealthRanger: Flu season is like Black Friday for Big Pharma: From vaccines to medication, the outbreak has business booming. https://t…",51,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,en,Twitter Lite,NA,NA,NA,NA,NA,NA,HealthRanger,15843059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
avrilamber,1066590757,3/1/2018 20:24,9.69E+17,@elparamormusic No wonder you have flu <f0><U+009F><U+0098><U+0082>,0,1,FALSE,NA,FALSE,NA,9.69E+17,634806347,elparamormusic,en,Twitter for iPhone,NA,NA,NA,NA,NA,NA,elparamormusic,634806347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hersey_flu,2309918512,3/1/2018 20:24,9.69E+17,RT @farklibir12: Gencecik cocuklar bok yoluna can veriyor ahlaksizlar ittifak pesinde,6,0,FALSE,NA,TRUE,9.69E+17,NA,NA,NA,tr,Twitter for Android,NA,NA,NA,NA,NA,NA,farklibir12,2946588258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
